Enviado,Fecha,Tarea,Ruta,Prog. Inicial,Prog. Final,Maquinaria 1,ID1,N°ID1,Maquinaria 2,ID2,N°ID2,Maquinaria 3,ID3,N°ID3,Maquinaria 4,ID4,N°ID4,Maquinaria 5,ID5,N°ID5,Observaciones,Imágenes previas,Imágenes posteriores,km,Combustible (l),Mezcla asfáltica (tn)
SI,9/1/2026,CORTE DE PASTO,093-13,"4,00","7,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,NO,,"3,00",,
SI,12/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP51,"279,00","280,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"1,00",,
SI,12/1/2026,CORTE DE PASTO,093-13,"1,00","4,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,Camino secundario 093-13 (no está registrado en la base de datos del formulario).,NO,,"3,00",,
SI,12/1/2026,CORTE DE PASTO,093-13,"6,00","8,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual. Camino secundario 093-13 (no está registrado en la base de datos del formulario).,SI,,"2,00",,
SI,13/1/2026,CORTE DE PASTO,093-05,"0,00","2,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual,SI,,"2,00",,
SI,13/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP51,"250,00","275,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"25,00",,
SI,14/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP30,"380,00","430,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"50,00",,
SI,15/1/2026,CORTE DE PASTO,RP91,"9,00","20,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual de señalizaciones y alcantarillas.,NO,,"11,00",,
SI,15/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP30,"380,00","430,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"50,00",,
SI,16/1/2026,CORTE DE PASTO,093-13,"12,00","13,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual. Camino secundario 093-13 (no está registrado en la base de datos del formulario).,NO,,"1,00",,
SI,19/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP30,"390,00","410,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"20,00",,
SI,19/1/2026,CORTE DE PASTO,093-13,"11,50","13,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual. Camino secundario 093-13 (no está registrado en la base de datos del formulario).,SI,,"1,50",,
SI,19/1/2026,CAMINOS RURALES,093-08,"18,00","20,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,,NO,,"2,00",,
SI,19/1/2026,CORTE DE PASTO,093-05,"0,00","5,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,,,,,,,,,,,NO,,"5,00",,
SI,20/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP51,"279,00","280,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,,NO,,"1,00",,
SI,20/1/2026,CAMINOS RURALES,093-08,"20,00","22,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51385,,,,,,,,,,,NO,,"2,00",,
SI,20/1/2026,CORTE DE PASTO,093-13,"10,00","14,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,,SI,,"4,00",,
SI,20/1/2026,CORTE DE PASTO,093-13,"10,00","11,50",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual.,SI,,"1,50",,
SI,21/1/2026,CAMINOS RURALES,093-08,"22,00","24,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51385,,,,,,,,,,,NO,,"2,00",,
SI,21/1/2026,CORTE DE PASTO,093-13,"13,00","14,00",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual.,SI,,"1,00",,
SI,21/1/2026,CORTE DE PASTO,093-13,"13,00","14,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,,SI,,"1,00",,
SI,21/1/2026,CORTE DE PASTO,093-13,"0,00","5,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,,,,,,,,,,,NO,,"5,00",,
SI,22/1/2026,CAMINOS RURALES,093-08,"24,00","26,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,,NO,,"2,00",,
SI,22/1/2026,CORTE DE PASTO,RP30,"284,50","285,50",CAMIONETA,O.I.,2918,,,,,,,,,,,,,Desmalezado manual de flex beam y señalizaciones en puente. Corte de arbustos en cunetas.,SI,,"1,00",,
SI,22/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP40,"70,00","72,00",MINI CARGADORA,O.I.,21202,CAMIÓN,R.O.,41020,,,,,,,,,,,NO,,"2,00",,
SI,23/1/2026,CAMINOS RURALES,093-08,"26,00","28,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51385,,,,,,,,,,,NO,,"2,00",,
SI,23/1/2026,CORTE DE PASTO,RP30,"285,50","287,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,Desmalezado manual,NO,,"1,50",,
SI,23/1/2026,MANTENIMIENTO DE PAVIMENTOS,RP40,"70,00","72,00",MINI CARGADORA,O.I.,21202,CAMIÓN,R.O.,41020,,,,,,,,,,,NO,,"2,00",,
SI,26/1/2026,CORTE DE PASTO,RP61,"55,00","62,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Desmalezado manual de señalizaciones, alcantarilas y cruces.",SI,,"7,00",,
SI,26/1/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP40,"70,00","71,00",CAMIONETA,R.O.,51385,,,,,,,,,,,,,,NO,,"1,00",,
SI,27/1/2026,CORTE DE PASTO,RP51,"333,00","340,00",TRACTOR,O.I.,9667,CAMIONETA,O.I.,2918,,,,,,,,,,"Coords.: -36.1536769054435, -59.93886438786027",NO,,"7,00",,
SI,27/1/2026,CORTE DE PASTO,RP91,"25,00","40,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,51426,,,,,,,"Coords.: -35.83057, -59.52566",NO,,"15,00",,
SI,27/1/2026,CORTE DE PASTO,RP91,"10,00","15,00",CAMIONETA,R.O.,44808,CAMIONETA,R.O.,51385,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -35.746840742824325, -59.642114677316776",NO,,"5,00",,
SI,27/1/2026,CAMINOS RURALES,093-08,"28,00","30,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51423,,,,,,,,,,"Ejecución de tramo por mano contraria (regreso). Coords.: -35.87039950391094, -59.93921884861424",NO,,"2,00",,
SI,28/1/2026,CAMINOS RURALES,093-08,"26,00","30,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,"Ejecución de tramo (progresiva descendente) y repaso. Coords.: -35.86887459010237, -59.93870614116624",SI,,"4,00",,
SI,28/1/2026,CORTE DE PASTO,RP91,"40,00","52,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,44808,,,,,,,"Coords.: -35.862771082170624, -59.4278131681477",NO,,"12,00",,
SI,28/1/2026,CORTE DE PASTO,RP51,"340,00","344,00",TRACTOR,O.I.,9667,CAMIONETA,O.I.,2918,,,,,,,,,,"Regreso progresiva descendente. Coords.: -36.19393, -59.95525",NO,,"4,00",,
SI,28/1/2026,CORTE DE PASTO,RP91,"30,00","42,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -35.83057, -59.52566",NO,,"12,00",,
SI,28/1/2026,CORTE DE PASTO,RP91,"42,00","47,00",CAMIONETA,R.O.,51385,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -35.87745, -59.40134",NO,,"5,00",,
SI,29/1/2026,CORTE DE PASTO,RP51,"344,00","348,00",TRACTOR,O.I.,9667,CAMIONETA,O.I.,2918,,,,,,,,,,Regreso progresiva descendente.,SI," Coords.: -36.23082, -59.96762","4,00",,
SI,29/1/2026,CORTE DE PASTO,RP61,"50,00","63,00",TRACTOR,O.I.,21806,DESMALEZADORA,O.I.,21803,CAMIONETA,R.O.,51385,,,,,,,"Coords.: -36.01197026859618, -59.194886021892025",NO,,"13,00",,
Si,29/1/2026,CORTE DE PASTO,RP61,"56,00","63,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -36.00279011119007, -59.21716950382905",NO,,"7,00",,
SI,29/1/2026,CORTE DE PASTO,RP91,"47,00","51,00",CAMIONETA,R.O.,51385,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -35.90424840172229, -59.37610572717161",NO,,"4,00",,
SI,30/1/2026,CORTE DE PASTO,RP30,"270,00","282,00",CAMIONETA,R.O.,51385,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -36.095688243269876, -59.08714325860155",NO,,"12,00",,
SI,30/1/2026,CORTE DE PASTO,RP91,"29,00","40,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -35.83079690670953, -59.52551661186518",SI,,"11,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,
SI,2/3/2026,CORTE DE PASTO,RP51,"340,00","346,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -36.23082, -59.96762",NO,,"6,00",,
SI,2/3/2026,CORTE DE PASTO,RP51,"277,00","280,00",TRACTOR,O.I.,21503,CAMIONETA,O.I.,2918,,,,,,,,,,"Coords.: -35.65158, -59.83706",NO,,"3,00",,
SI,2/3/2026,CALZADO DE BANQUINAS,RP51,"278,00","279,00",MOTONIVELADORA,O.I.,2066,CAMIÓN,R.O.,41020,PALA CARGADORA FRONTAL,O.I.,22127,,,,,,,,SI,,"1,00",,
SI,3/3/2026,CORTE DE PASTO,RP46,"0,00","10,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,O.I.,2918,,,,,,,"No se registran imágenes fotográficas. Coords.: -35.41633, -60.14242",,,"10,00",,
SI,4/3/2026,CAMINOS RURALES,093-08,"4,00","7,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,,SI,,"3,00",,
SI,4/3/2026,CORTE DE PASTO,RP46,"10,00","20,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,O.I.,2918,,,,,,,"No se registran imágenes fotográficas. Coords.: -35.37799, -60.21091",,,"10,00",,
SI,4/3/2026,CORTE DE PASTO,RP51,"335,00","340,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -36.14176, -59.93317",,,"5,00",,
SI,4/3/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"254,00","256,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Coords de fotografías no coinciden con las verdaderas. Coords.: -35.55883, -60.01975",SI,,"2,00",,
SI,5/3/2026,MANTENIMIENTO DE PAVIMENTOS,RP41,"164,00","186,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,"No se registran imágenes fotográficas. Coords.: -35.13002, -59.17305",,,"22,00",,
SI,5/3/2026,CORTE DE PASTO,RP51,"335,00","340,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. No se registran imágenes fotográficas. Coords.: -36.16643, -59.94724",,,"5,00",,
SI,5/3/2026,CORTE DE PASTO,RP46,"20,00","30,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"No se registran imágenes fotográficas. Coords.: -35.30308, -60.30979",,,"10,00",,
SI,5/3/2026,CAMINOS RURALES,093-08,"10,00","13,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,"Coords.: -35.74430, -59.87153",,,"3,00",,
SI,6/3/2026,CAMINOS RURALES,093-08,"7,00","10,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,"Coords.: -35.72959, -59.86282",SI,,"3,00",,
SI,6/3/2026,CORTE DE PASTO,RP51,"330,00","335,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. No se registran imágenes fotográficas. Coords.: -36.11292, -59.92390",,,"5,00",,
Si,6/3/2026,CAMINOS RURALES,093-08,"13,00","16,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,"Coords.: -35.76287, -59.88153",,,"3,00",,
SI,6/3/2026,CORTE DE PASTO,109-01,"0,00","10,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Coords.: -35.43692, -60.22403",,,"10,00",,
SI,6/3/2026,MANTENIMIENTO DE PAVIMENTOS,RP51,"278,00","279,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,"Coords.: -35.66725, -59.81844",,,"1,00",,
SI,9/3/2026,MANTENIMIENTO DE PAVIMENTOS,093-03,"0,00","8,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,"Coords.: -35.47083, -59.570616",,,"8,00",,
SI,9/3/2026,CORTE DE PASTO,RP51,"325,00","330,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. No se registran imágenes fotográficas. Coords.: -36.07352, -59.91119",,,"5,00",,
SI,9/3/2026,CORTE DE PASTO,109-01,"10,00","25,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Coords.: -35.52033, -60.32179",,,"15,00",,
SI,9/3/2026,CAMINOS RURALES,093-08,"16,00","20,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,"Coords.: -35.79863, -59.90082",,,"4,00",,
SI,10/3/2026,CORTE DE PASTO,RP51,"320,00","325,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. No se registran imágenes fotográficas. Coords.: -36.04133, -59.90021",,,"5,00",,
Si,10/3/2026,CORTE DE PASTO,RP51,"276,00","279,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,"Coords.: -35.65134, -59.83753",,,"3,00",,
SI,10/3/2026,CORTE DE PASTO,109-01,"25,00","37,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Coords.: -35.62712, -60.43865",,,"12,00",,
SI,10/3/2026,CAMINOS RURALES,093-08,"20,00","24,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,"Coords.: -35.82605, -59.91564",,,"4,00",,
SI,11/3/2026,CAMINOS RURALES,093-08,"24,00","29,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,"Coords.: -35.86646, -59.93735",,,"5,00",,
SI,11/3/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP51,"270,00","279,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,,SI,,"9,00",,
Si,11/3/2026,CORTE DE PASTO,RP51,"245,00","260,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Coords.: -35.51001, -60.04921",,,"15,00",,
Si,12/3/2026,CORTE DE PASTO,RP51,"260,00","276,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Coors.: -35.59953, -59.92081",,,"16,00",,
Si,12/3/2026,CORTE DE PASTO,RP51,"270,00","276,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. No se registran imágenes fotográficas. Coords.: -35.62967, -59.86708",,,"6,00",,
Si,12/3/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP40,"78,00","82,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Coords.: -34.97779, -59.21468",,,"4,00",,
SI,13/3/2026,CAMINOS RURALES,109-14,"0,00","9,00",CAMIONETA,O.I.,2918,APLANADORA,,,,,,,,,,,,"Aplanadora sin ID (marca Iron). Coords.: -35.61088, -60.53622",,,"9,00",,
SI,13/3/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP40,"75,00","82,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Coords.: -34.95483, -59.17288",,,"7,00",,
SI,13/3/2026,CORTE DE PASTO,RP51,"265,00","270,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -35.57915, -59.97093",,,"5,00",,
SI,16/3/2026,CORTE DE PASTO,RP51,"255,00","265,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -35.55430, -60.02672",,,"10,00",,
SI,16/3/2026,CORTE DE PASTO,RP51,"245,00","260,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Coords.: -35.51267, -60.04784",,,"15,00",,
SI,16/3/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP40,"70,00","75,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Coords.: -34.95539, -59.15228",,,"5,00",,
Si,17/3/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP40,"45,00","55,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Coords.: -34.94519, -59.08267",,,"10,00",,
SI,17/3/2026,CAMINOS RURALES,093-08,"4,00","7,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,,,,"3,00",,
SI,17/3/2026,CORTE DE PASTO,RP51,"250,00","255,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords.: -35.55217, -60.02788",,,"5,00",,
SI,17/3/2026,CAMINOS RURALES,109-14,"0,00","9,00",CAMIONETA,R.O.,51426,APLANADORA,,,,,,,,,,,,"Aplanadora sin ID (marca Iron). Coords.: -35.60306, -60.54607",,,"9,00",,
Si,18/3/2026,CORTE DE PASTO,RP51,"279,00","280,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Coords.: -35.66894, -59.81644",,,"1,00",,
Si,18/3/2026,MANTENIMIENTO DE PAVIMENTOS,RP51,"279,00","279,50",MOTONIVELADORA,R.O.,2066,CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,"Coords.: -35.66472, -59.82155",,,"0,50",,
SI,19/3/2026,CAMINOS RURALES,109-14,"0,00","9,00",CAMIONETA,R.O.,51426,APLANADORA,,,,,,,,,,,,"Aplanadora sin ID (marca Iron). Coords. PROG. INTERMEDIA: -35.63956, -60.49174. PROG. INICIAL: -35.65372, -60.47382. PROG. FINAL: -35.60262, -60.54671",,,"9,00",,
SI,19/3/2026,CAMINOS RURALES,093-08,"7,00","10,00",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,"PROG. INICIAL: -35.68572, -59.83831; PROG. FINAL: -35.70977, -59.85299",,,"3,00",,
SI,19/3/2026,CORTE DE PASTO,RP30,"376,00","382,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Coords. PROG. INTERMEDIA: -35.35476, -59.47140. ",,,"6,00",,
SI,19/3/2026,CORTE DE PASTO,RP51,"240,00","250,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords. PROG. INTERMEDIA: -35.44920, -60.08320; PROG. INICIAL:  -35.41794, -60.08436; PROG. FINAL: -35.50233, -60.05290",,,"10,00",,
SI,19/3/2026,MANTENIMIENTO DE PAVIMENTOS,RP30,"376,00","385,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,"Coords. PROG. INTERMEDIA: -35.34790, -59.48101",,,"9,00",,
SI,20/3/2026,CAMINOS RURALES,093-08,"10,00","13,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,,,,"3,00",,
SI,20/3/2026,MANTENIMIENTO DE PAVIMENTOS,RP30,"382,00","390,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,"Coords. PROG. INTERMEDIA: -35.33620, -59.49749",,,"8,00",,
SI,20/3/2026,CAMINOS RURALES,109-14,"5,00","9,00",CAMIONETA,R.O.,51426,APLANADORA,,,,,,,,,,,,"Aplanadora sin ID (marca Iron). Coords.: -35.614522, -60.53149; PROG. INICIAL: -35.62259, -60.51363; PROG. FINAL: -35.60262, -60.54671",,,"4,00",,
SI,20/3/2026,CORTE DE PASTO,RP30,"382,00","400,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Coords. PROG. INTERMEDIA: -35.33715, -59.53856",,,"18,00",,
SI,20/3/2026,CORTE DE PASTO,RP51,"280,00","282,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords. PROG. INTERMEDIA: -35.68135, -59.80077; PROG. INICIAL:  -35.67201, -59.81236; PROG. FINAL:  -35.68494, -59.79618",,,"2,00",,
SI,25/3/2026,CAMINOS RURALES,093-08,"13,00","15,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,,,,"2,00",,
SI,25/3/2026,CALZADO DE BANQUINAS,RP51,"279,00","279,50",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,"PROG. INICIAL: -35.66865, -59.81667; PROG. FINAL: -35.66582, -59.82017",,,"0,50",,
SI,25/3/2026,CORTE DE PASTO,RP51,"230,00","240,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords. PROG. INICIAL: -35.32759, -60.09830; PROG. FINAL:  -35.41794, -60.08436;",,,"10,00",,
SI,25/3/2026,CORTE DE PASTO,RP30,"400,00","415,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"PROG. INICIAL: -35.33750, -59.53373; PROG. FINAL: -35.24218, -59.70443",,,"15,00",,
SI,25/3/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP40,"55,00","57,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Coords. PROG. INTERMEDIA: -34.95560, -59.15374",,,"2,00",,
SI,26/3/2026,CORTE DE PASTO,RP51,"215,00","230,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords. PROG. INICIAL: 34.92028, -58.95641; PROG. FINAL: -35.32759, -60.09830",,,"15,00",,
SI,26/3/2026,CORTE DE PASTO,RP30,"415,00","430,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"PROG. INICIAL: -35.24218, -59.70443; PROG. FINAL: -35.12777, -59.74606",,,"15,00",,
SI,26/3/2026,CAMINOS RURALES,093-08,"15,00","18,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,,,,"3,00",,
SI,26/3/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP40,"47,00","50,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"Coords. PROG. INTERMEDIA: -34.93995, -59.05932",,,"3,00",,
SI,26/3/2026,CORTE DE PASTO,093-13,"11,00","13,00",TRACTOR,O.I.,21503,,,,,,,,,,,,,"Coords. PROG. INTERMEDIA: -35.61975,-59.78540",,,"2,00",,
SI,27/3/2026,CORTE DE PASTO,RP30,"400,00","415,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"CORTE DE PASTO Y TRASLADO DE EQUIPOS CON CAMION Y CARRETÓN DEL MUNIICPIO DE ROQUE PÉREZ. PROG. INICIAL: -35.33750, -59.53373; PROG. FINAL: -35.24218, -59.70443",,,"15,00",,
SI,27/3/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),RP40,"45,00","47,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"PROG. INICIAL: -34.93232, -58.99285; PROG. FINAL: -34.94280, -59.03109",,,"2,00",,
SI,27/3/2026,REPARACIÓN DE ALCANTARILLAS,RP51,"215,00","216,00",CAMIÓN,R.O.,41020,CAMIONETA,O.I.,1307,,,,,,,,,,"PROG. INICIAL: -35.19191, -60.11375; PROG. FINAL: -35.20127, -60.11285",,,"1,00",,
SI,27/3/2026,CAMINOS RURALES,093-08,"18,00","21,00",MOTONIVELADORA,O.I.,2066,CAMIONETA,R.O.,51426,,,,,,,,,,,,,"3,00",,
SI,6/4/2026,MANTENIMIENTO DE PAVIMENTOS,RP51,"230,00","240,00",CAMIÓN,R.O.,41020,CAMIONETA,R.O.,44808,,,,,,,,,,"PROG. INICIAL: -35.33095, -60.09693; PROG. FINAL: -35.41745, -60.08440",,,"10,00",,
SI,6/4/2026,CORTE DE PASTO,093-13,"6,00","10,00",TRACTOR,R.O.,21503,,,,,,,,,,,,,"-35.66847, -59.73787; -35.64573, -59.76882",,,"4,00",,
SI,6/4/2026,CORTE DE PASTO,RP91,"0,00","9,00",CAMIONETA,O.I.,1307,,,,,,,,,,,,,"Desmalezado manual de señalizaciones y alcantarilas. Coords. PROG. INICIAL: -35.69216, -59.78670; PROG. FINAL: -35.71016, -59.69311",,,"9,00",,
SI,6/4/2026,CORTE DE PASTO,RP91,"0,00","10,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Coords. PROG. INICIAL: -35.69216, -59.78670; PROG. FINAL: -35.71016, -59.69311",,,"10,00",,
SI,6/4/2026,CALZADO DE BANQUINAS,RP51,"279,00","279,50",MOTONIVELADORA,O.I.,2066,,,,,,,,,,,,,"-35.66575, -59.82023; -35.66856, -59.81689",,,"0,50",,
SI,7/4/2026,CORTE DE PASTO,RP91,"0,00","10,00",TRACTOR,O.I.,21806,DESMALEZADORA,R.O.,21803,CAMIONETA,R.O.,29792,,,,,,,"Continuación por traza descendente. Coords. PROG. INICIAL: -35.69216, -59.78670; PROG. FINAL: -35.71016, -59.69311",,,"10,00",,
SI,7/4/2026,SEÑALIZACIÓN Y DEMARCACIÓN (Horizontal y Vertical),093-13,"4,00","10,00",CAMIONETA,R.O.,44808,,,,,,,,,,,,,"-35.68428, -59.71838; -35.64573, -59.76882",,,"6,00",,
SI,8/4/2026,CORTE DE PASTO,093-13,"4,50","7,50",TRACTOR,R.O.,21503,,,,,,,,,,,,,"-35.6797, -59.72325 ; -35.66101, -59.74785",si,,"3,00",,
